date,id_produit,nom_produit,type_produit,type_operation,type_sortie,quantite,unite,id_lot,id_arrivage,id_fournisseur,nom_fournisseur,date_expiration,stock_theorique,temperature_stockage
2023-06-14,4,Lait entier,Aliment,SORTIE,DESTRUCTION,22.950000000000006,L,1895,1895,7,Laiterie Régionale,2023-06-14,0.0,5.9
2023-06-14,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,11.56,kg,1886,1886,7,Laiterie Régionale,2023-06-22,17.429999999999986,5.5
2023-06-14,5,Yaourt nature,Aliment,ENTREE,,84.0,kg,1908,1908,7,Laiterie Régionale,2023-06-29,101.42999999999998,5.7
2023-06-14,6,Fromage frais,Aliment,SORTIE,DESTRUCTION,16.52,kg,1896,1896,6,Fromagerie du Mont,2023-06-14,0.0,4.7
2023-06-14,7,Beurre,Aliment,SORTIE,CONSOMMATION,4.98,kg,1887,1887,7,Laiterie Régionale,2023-07-05,9.590000000000021,2.0
2023-06-14,7,Beurre,Aliment,ENTREE,,35.0,kg,1909,1909,7,Laiterie Régionale,2023-07-10,44.59000000000002,5.6
2023-06-14,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,6.289999999999997,kg,1897,1897,8,Boucherie Centrale,2023-06-14,30.0,5.0
2023-06-14,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,9.8,kg,1903,1903,8,Boucherie Centrale,2023-06-16,20.2,3.1
2023-06-14,9,Légumes frais,Aliment,SORTIE,DESTRUCTION,75.74,kg,1888,1888,10,Maraîcher Local,2023-06-14,0.0,5.0
2023-06-14,9,Légumes frais,Aliment,ENTREE,,210.0,kg,1910,1910,10,Maraîcher Local,2023-06-23,210.0,3.7
2023-06-14,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,24.33,kg,1889,1889,10,Maraîcher Local,2023-06-16,44.44,5.9
2023-06-14,11,Oeufs,Aliment,SORTIE,CONSOMMATION,60.89,unité,1890,1890,11,Ferme Avicole,2023-06-29,144.69000000000017,3.6
2023-06-14,11,Oeufs,Aliment,ENTREE,,560.0,unité,1911,1911,11,Ferme Avicole,2023-07-12,704.6900000000002,3.5
2023-06-14,12,Riz,Aliment,ENTREE,,210.0,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,215.44999999999982,6.1
2023-06-14,13,Pâtes,Aliment,ENTREE,,168.0,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,172.06000000000014,3.9
2023-06-14,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.88,L,1853,1853,14,Épicerie Grossiste,2024-03-20,6.449999999999888,4.6
2023-06-14,14,Huile végétale,Aliment,ENTREE,,70.0,L,1914,1914,14,Épicerie Grossiste,2024-01-26,76.44999999999989,4.9
2023-06-14,15,Farine,Aliment,SORTIE,CONSOMMATION,6.9,kg,1854,1854,15,Minoterie Régionale,2023-09-26,11.490000000000068,3.9
2023-06-14,15,Farine,Aliment,ENTREE,,112.0,kg,1915,1915,15,Minoterie Régionale,2023-11-16,123.49000000000007,4.8
2023-06-14,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.55,L,1699,1699,18,Hygiène Pro,2024-08-25,11.430000000000017,
2023-06-14,16,Détergent sol,Entretien,ENTREE,,88.57,L,1916,1916,18,Hygiène Pro,2024-09-04,100.00000000000001,
2023-06-14,17,Désinfectant,Entretien,ENTREE,,117.49,L,1917,1917,18,Hygiène Pro,2024-09-12,119.99999999999999,
2023-06-14,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.78,L,1855,1855,18,Hygiène Pro,2025-02-19,48.749999999999964,
2023-06-14,18,Savon liquide,Entretien,ENTREE,,112.0,L,1918,1918,18,Hygiène Pro,2024-07-16,160.74999999999997,
2023-06-15,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,18.240000000000002,kg,1904,1904,1,Volailles Dupont,2023-06-15,0.0,6.6
2023-06-15,1,Poulet frais,Aliment,ENTREE,,30.0,kg,1919,1919,1,Volailles Dupont,2023-06-18,30.0,2.6
2023-06-15,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,1907,1907,2,Poissonnerie Martin,2023-06-15,0.0,7.2
2023-06-15,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,1920,1920,2,Poissonnerie Martin,2023-06-17,20.0,5.8
2023-06-15,3,Pain frais,Aliment,SORTIE,DESTRUCTION,24.630000000000003,kg,1906,1906,3,Boulangerie Moderne,2023-06-15,0.0,5.2
2023-06-15,3,Pain frais,Aliment,ENTREE,,40.0,kg,1921,1921,3,Boulangerie Moderne,2023-06-16,40.0,3.2
2023-06-15,4,Lait entier,Aliment,ENTREE,,105.0,L,1922,1922,7,Laiterie Régionale,2023-06-20,105.0,6.6
2023-06-15,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,9.34,kg,1886,1886,7,Laiterie Régionale,2023-06-22,92.08999999999999,3.3
2023-06-15,6,Fromage frais,Aliment,ENTREE,,30.0,kg,1923,1923,6,Fromagerie du Mont,2023-06-22,30.0,3.8
2023-06-15,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.29,kg,1887,1887,7,Laiterie Régionale,2023-07-05,41.30000000000002,6.6
2023-06-15,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,6.13,kg,1903,1903,8,Boucherie Centrale,2023-06-16,14.07,4.8
2023-06-15,8,Viande de boeuf,Aliment,ENTREE,,30.0,kg,1924,1924,8,Boucherie Centrale,2023-06-20,44.07,3.8
2023-06-15,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,24.7,kg,1910,1910,10,Maraîcher Local,2023-06-23,185.3,5.7
2023-06-15,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,24.54,kg,1889,1889,10,Maraîcher Local,2023-06-16,19.9,5.4
2023-06-15,11,Oeufs,Aliment,SORTIE,CONSOMMATION,53.47,unité,1890,1890,11,Ferme Avicole,2023-06-29,651.2200000000001,2.9
2023-06-15,12,Riz,Aliment,SORTIE,CONSOMMATION,14.73,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,200.71999999999983,2.9
2023-06-15,13,Pâtes,Aliment,SORTIE,CONSOMMATION,4.060000000000137,kg,1809,1809,14,Épicerie Grossiste,2024-01-20,168.0,6.6
2023-06-15,13,Pâtes,Aliment,SORTIE,CONSOMMATION,6.869999999999862,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,161.13000000000014,6.7
2023-06-15,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,4.27,L,1914,1914,14,Épicerie Grossiste,2024-01-26,72.1799999999999,7.1
2023-06-15,15,Farine,Aliment,SORTIE,CONSOMMATION,6.94,kg,1854,1854,15,Minoterie Régionale,2023-09-26,116.55000000000007,5.7
2023-06-15,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.65,L,1699,1699,18,Hygiène Pro,2024-08-25,96.35000000000001,
2023-06-15,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.32,L,1917,1917,18,Hygiène Pro,2024-09-12,116.67999999999999,
2023-06-15,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.51,L,1918,1918,18,Hygiène Pro,2024-07-16,154.23999999999995,
2023-06-16,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,10.79,kg,1919,1919,1,Volailles Dupont,2023-06-18,19.21,2.9
2023-06-16,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,6.76,kg,1920,1920,2,Poissonnerie Martin,2023-06-17,13.24,7.7
2023-06-16,3,Pain frais,Aliment,SORTIE,DESTRUCTION,40.0,kg,1921,1921,3,Boulangerie Moderne,2023-06-16,0.0,7.9
2023-06-16,3,Pain frais,Aliment,ENTREE,,40.0,kg,1925,1925,3,Boulangerie Moderne,2023-06-18,40.0,6.7
2023-06-16,4,Lait entier,Aliment,SORTIE,CONSOMMATION,25.72,L,1922,1922,7,Laiterie Régionale,2023-06-20,79.28,3.6
2023-06-16,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,8.089999999999986,kg,1886,1886,7,Laiterie Régionale,2023-06-22,84.0,7.6
2023-06-16,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,2.670000000000014,kg,1908,1908,7,Laiterie Régionale,2023-06-29,81.32999999999998,4.8
2023-06-16,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.6,kg,1923,1923,6,Fromagerie du Mont,2023-06-22,24.4,7.1
2023-06-16,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.76,kg,1887,1887,7,Laiterie Régionale,2023-07-05,37.54000000000002,3.8
2023-06-16,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,14.07,kg,1903,1903,8,Boucherie Centrale,2023-06-16,30.0,2.9
2023-06-16,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,7.36,kg,1924,1924,8,Boucherie Centrale,2023-06-20,22.64,4.0
2023-06-16,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,26.21,kg,1910,1910,10,Maraîcher Local,2023-06-23,159.09,4.1
2023-06-16,10,Fruits frais,Aliment,SORTIE,DESTRUCTION,19.9,kg,1889,1889,10,Maraîcher Local,2023-06-16,0.0,6.5
2023-06-16,11,Oeufs,Aliment,SORTIE,CONSOMMATION,64.89,unité,1890,1890,11,Ferme Avicole,2023-06-29,586.3300000000002,4.7
2023-06-16,12,Riz,Aliment,SORTIE,CONSOMMATION,14.12,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,186.59999999999982,4.6
2023-06-16,13,Pâtes,Aliment,SORTIE,CONSOMMATION,9.61,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,151.52000000000015,4.4
2023-06-16,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.2,L,1914,1914,14,Épicerie Grossiste,2024-01-26,68.97999999999989,4.5
2023-06-16,15,Farine,Aliment,SORTIE,CONSOMMATION,2.7999999999999856,kg,1854,1854,15,Minoterie Régionale,2023-09-26,113.75000000000009,6.6
2023-06-16,15,Farine,Aliment,SORTIE,CONSOMMATION,1.7500000000000817,kg,1752,1752,15,Minoterie Régionale,2023-09-28,112.0,4.4
2023-06-16,15,Farine,Aliment,SORTIE,CONSOMMATION,0.6299999999999324,kg,1915,1915,15,Minoterie Régionale,2023-11-16,111.37000000000006,7.8
2023-06-16,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.1,L,1699,1699,18,Hygiène Pro,2024-08-25,94.25000000000001,
2023-06-16,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,4.14,L,1917,1917,18,Hygiène Pro,2024-09-12,112.53999999999999,
2023-06-16,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.01,L,1918,1918,18,Hygiène Pro,2024-07-16,148.22999999999996,
2023-06-17,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,7.61,kg,1919,1919,1,Volailles Dupont,2023-06-18,11.600000000000001,4.1
2023-06-17,1,Poulet frais,Aliment,ENTREE,,18.4,kg,1926,1926,1,Volailles Dupont,2023-06-19,30.0,7.8
2023-06-17,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,13.24,kg,1920,1920,2,Poissonnerie Martin,2023-06-17,0.0,6.6
2023-06-17,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,1927,1927,2,Poissonnerie Martin,2023-06-18,20.0,6.9
2023-06-17,3,Pain frais,Aliment,SORTIE,CONSOMMATION,10.68,kg,1925,1925,3,Boulangerie Moderne,2023-06-18,29.32,3.2
2023-06-17,4,Lait entier,Aliment,SORTIE,CONSOMMATION,19.05,L,1922,1922,7,Laiterie Régionale,2023-06-20,60.230000000000004,6.0
2023-06-17,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,6.37,kg,1908,1908,7,Laiterie Régionale,2023-06-29,74.95999999999998,3.5
2023-06-17,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,3.95,kg,1923,1923,6,Fromagerie du Mont,2023-06-22,20.45,7.0
2023-06-17,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.3,kg,1887,1887,7,Laiterie Régionale,2023-07-05,35.24000000000002,2.1
2023-06-17,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,4.58,kg,1924,1924,8,Boucherie Centrale,2023-06-20,18.060000000000002,4.6
2023-06-17,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,20.61,kg,1910,1910,10,Maraîcher Local,2023-06-23,138.48000000000002,4.3
2023-06-17,11,Oeufs,Aliment,SORTIE,CONSOMMATION,26.33000000000017,unité,1890,1890,11,Ferme Avicole,2023-06-29,560.0,5.3
2023-06-17,11,Oeufs,Aliment,SORTIE,CONSOMMATION,12.45999999999983,unité,1911,1911,11,Ferme Avicole,2023-07-12,547.5400000000002,6.4
2023-06-17,12,Riz,Aliment,SORTIE,CONSOMMATION,8.42,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,178.17999999999984,6.8
2023-06-17,13,Pâtes,Aliment,SORTIE,CONSOMMATION,6.6,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,144.92000000000016,5.7
2023-06-17,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.21,L,1914,1914,14,Épicerie Grossiste,2024-01-26,65.76999999999988,4.6
2023-06-17,15,Farine,Aliment,SORTIE,CONSOMMATION,4.57,kg,1915,1915,15,Minoterie Régionale,2023-11-16,106.80000000000007,3.6
2023-06-17,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,1.58,L,1699,1699,18,Hygiène Pro,2024-08-25,92.67000000000002,
2023-06-17,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.65,L,1917,1917,18,Hygiène Pro,2024-09-12,108.88999999999999,
2023-06-17,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.33,L,1918,1918,18,Hygiène Pro,2024-07-16,143.89999999999995,
2023-06-18,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,11.600000000000001,kg,1919,1919,1,Volailles Dupont,2023-06-18,18.4,2.4
2023-06-18,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,6.34,kg,1926,1926,1,Volailles Dupont,2023-06-19,12.059999999999999,3.0
2023-06-18,1,Poulet frais,Aliment,ENTREE,,17.94,kg,1928,1928,1,Volailles Dupont,2023-06-21,30.0,7.6
2023-06-18,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,1927,1927,2,Poissonnerie Martin,2023-06-18,0.0,5.6
2023-06-18,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,1929,1929,2,Poissonnerie Martin,2023-06-19,20.0,6.7
2023-06-18,3,Pain frais,Aliment,SORTIE,DESTRUCTION,29.32,kg,1925,1925,3,Boulangerie Moderne,2023-06-18,0.0,4.3
2023-06-18,3,Pain frais,Aliment,ENTREE,,40.0,kg,1930,1930,3,Boulangerie Moderne,2023-06-20,40.0,3.5
2023-06-18,4,Lait entier,Aliment,SORTIE,CONSOMMATION,19.9,L,1922,1922,7,Laiterie Régionale,2023-06-20,40.330000000000005,7.9
2023-06-18,4,Lait entier,Aliment,ENTREE,,105.0,L,1931,1931,7,Laiterie Régionale,2023-06-25,145.33,4.3
2023-06-18,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,6.28,kg,1908,1908,7,Laiterie Régionale,2023-06-29,68.67999999999998,2.6
2023-06-18,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,3.64,kg,1923,1923,6,Fromagerie du Mont,2023-06-22,16.81,5.8
2023-06-18,7,Beurre,Aliment,SORTIE,CONSOMMATION,0.24000000000002153,kg,1887,1887,7,Laiterie Régionale,2023-07-05,35.0,3.7
2023-06-18,7,Beurre,Aliment,SORTIE,CONSOMMATION,1.8899999999999784,kg,1909,1909,7,Laiterie Régionale,2023-07-10,33.11000000000002,4.2
2023-06-18,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,6.36,kg,1924,1924,8,Boucherie Centrale,2023-06-20,11.700000000000003,7.5
2023-06-18,8,Viande de boeuf,Aliment,ENTREE,,30.0,kg,1932,1932,8,Boucherie Centrale,2023-06-21,41.7,4.8
2023-06-18,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,15.2,kg,1910,1910,10,Maraîcher Local,2023-06-23,123.28000000000002,7.3
2023-06-18,11,Oeufs,Aliment,SORTIE,CONSOMMATION,48.73,unité,1911,1911,11,Ferme Avicole,2023-07-12,498.8100000000002,2.4
2023-06-18,12,Riz,Aliment,SORTIE,CONSOMMATION,9.71,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,168.46999999999983,7.9
2023-06-18,13,Pâtes,Aliment,SORTIE,CONSOMMATION,7.88,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,137.04000000000016,6.4
2023-06-18,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,2.79,L,1914,1914,14,Épicerie Grossiste,2024-01-26,62.97999999999989,6.9
2023-06-18,15,Farine,Aliment,SORTIE,CONSOMMATION,3.93,kg,1915,1915,15,Minoterie Régionale,2023-11-16,102.87000000000006,7.2
2023-06-18,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.43,L,1699,1699,18,Hygiène Pro,2024-08-25,90.24000000000001,
2023-06-18,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.57,L,1917,1917,18,Hygiène Pro,2024-09-12,105.32,
2023-06-18,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.02,L,1918,1918,18,Hygiène Pro,2024-07-16,139.87999999999997,
2023-06-19,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,12.059999999999999,kg,1926,1926,1,Volailles Dupont,2023-06-19,17.94,5.5
2023-06-19,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,11.61,kg,1928,1928,1,Volailles Dupont,2023-06-21,6.330000000000002,5.4
2023-06-19,1,Poulet frais,Aliment,ENTREE,,23.67,kg,1933,1933,1,Volailles Dupont,2023-06-21,30.000000000000004,4.6
2023-06-19,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,1929,1929,2,Poissonnerie Martin,2023-06-19,0.0,4.0
2023-06-19,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,1934,1934,2,Poissonnerie Martin,2023-06-21,20.0,5.3
2023-06-19,3,Pain frais,Aliment,SORTIE,CONSOMMATION,19.91,kg,1930,1930,3,Boulangerie Moderne,2023-06-20,20.09,6.9
2023-06-19,4,Lait entier,Aliment,SORTIE,CONSOMMATION,33.6,L,1922,1922,7,Laiterie Régionale,2023-06-20,111.73,6.1
2023-06-19,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,10.75,kg,1908,1908,7,Laiterie Régionale,2023-06-29,57.92999999999998,2.8
2023-06-19,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,6.82,kg,1923,1923,6,Fromagerie du Mont,2023-06-22,9.989999999999998,6.6
2023-06-19,7,Beurre,Aliment,SORTIE,CONSOMMATION,4.44,kg,1909,1909,7,Laiterie Régionale,2023-07-10,28.67000000000002,7.2
2023-06-19,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,6.76,kg,1924,1924,8,Boucherie Centrale,2023-06-20,34.940000000000005,6.2
2023-06-19,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,24.42,kg,1910,1910,10,Maraîcher Local,2023-06-23,98.86000000000001,6.4
2023-06-19,11,Oeufs,Aliment,SORTIE,CONSOMMATION,61.69,unité,1911,1911,11,Ferme Avicole,2023-07-12,437.1200000000002,7.7
2023-06-19,12,Riz,Aliment,SORTIE,CONSOMMATION,13.71,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,154.75999999999982,4.2
2023-06-19,13,Pâtes,Aliment,SORTIE,CONSOMMATION,9.55,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,127.49000000000017,6.6
2023-06-19,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.66,L,1914,1914,14,Épicerie Grossiste,2024-01-26,59.319999999999894,6.5
2023-06-19,15,Farine,Aliment,SORTIE,CONSOMMATION,6.79,kg,1915,1915,15,Minoterie Régionale,2023-11-16,96.08000000000006,3.3
2023-06-19,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,1.6700000000000172,L,1699,1699,18,Hygiène Pro,2024-08-25,88.57,
2023-06-19,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.069999999999983,L,1916,1916,18,Hygiène Pro,2024-09-04,86.50000000000001,
2023-06-19,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.14,L,1917,1917,18,Hygiène Pro,2024-09-12,102.17999999999999,
2023-06-19,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.16,L,1918,1918,18,Hygiène Pro,2024-07-16,133.71999999999997,
2023-06-20,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,6.330000000000002,kg,1928,1928,1,Volailles Dupont,2023-06-21,23.67,3.9
2023-06-20,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,2.299999999999999,kg,1933,1933,1,Volailles Dupont,2023-06-21,21.370000000000005,3.4
2023-06-20,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,7.09,kg,1934,1934,2,Poissonnerie Martin,2023-06-21,12.91,4.2
2023-06-20,3,Pain frais,Aliment,SORTIE,DESTRUCTION,20.09,kg,1930,1930,3,Boulangerie Moderne,2023-06-20,0.0,3.2
2023-06-20,3,Pain frais,Aliment,ENTREE,,40.0,kg,1935,1935,3,Boulangerie Moderne,2023-06-22,40.0,3.5
2023-06-20,4,Lait entier,Aliment,SORTIE,DESTRUCTION,6.730000000000004,L,1922,1922,7,Laiterie Régionale,2023-06-20,105.0,6.5
2023-06-20,4,Lait entier,Aliment,SORTIE,CONSOMMATION,31.65,L,1931,1931,7,Laiterie Régionale,2023-06-25,73.35,2.1
2023-06-20,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,9.14,kg,1908,1908,7,Laiterie Régionale,2023-06-29,48.78999999999998,2.7
2023-06-20,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.6,kg,1923,1923,6,Fromagerie du Mont,2023-06-22,5.389999999999999,4.5
2023-06-20,7,Beurre,Aliment,SORTIE,CONSOMMATION,4.87,kg,1909,1909,7,Laiterie Régionale,2023-07-10,23.80000000000002,4.4
2023-06-20,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,4.940000000000003,kg,1924,1924,8,Boucherie Centrale,2023-06-20,30.0,4.9
2023-06-20,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,6.07,kg,1932,1932,8,Boucherie Centrale,2023-06-21,23.93,2.3
2023-06-20,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,24.38,kg,1910,1910,10,Maraîcher Local,2023-06-23,74.48000000000002,5.2
2023-06-20,11,Oeufs,Aliment,SORTIE,CONSOMMATION,64.51,unité,1911,1911,11,Ferme Avicole,2023-07-12,372.6100000000002,7.5
2023-06-20,12,Riz,Aliment,SORTIE,CONSOMMATION,12.51,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,142.24999999999983,5.1
2023-06-20,13,Pâtes,Aliment,SORTIE,CONSOMMATION,9.29,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,118.20000000000016,2.1
2023-06-20,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.26,L,1914,1914,14,Épicerie Grossiste,2024-01-26,56.059999999999896,4.6
2023-06-20,15,Farine,Aliment,SORTIE,CONSOMMATION,6.13,kg,1915,1915,15,Minoterie Régionale,2023-11-16,89.95000000000006,2.2
2023-06-20,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.34,L,1916,1916,18,Hygiène Pro,2024-09-04,83.16000000000001,
2023-06-20,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,5.35,L,1917,1917,18,Hygiène Pro,2024-09-12,96.83,
2023-06-20,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.59,L,1918,1918,18,Hygiène Pro,2024-07-16,127.12999999999997,
2023-06-21,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,21.370000000000005,kg,1933,1933,1,Volailles Dupont,2023-06-21,0.0,5.0
2023-06-21,1,Poulet frais,Aliment,ENTREE,,30.0,kg,1936,1936,1,Volailles Dupont,2023-06-24,30.0,6.7
2023-06-21,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,12.91,kg,1934,1934,2,Poissonnerie Martin,2023-06-21,0.0,5.0
2023-06-21,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,1937,1937,2,Poissonnerie Martin,2023-06-23,20.0,5.8
2023-06-21,3,Pain frais,Aliment,SORTIE,CONSOMMATION,16.44,kg,1935,1935,3,Boulangerie Moderne,2023-06-22,23.56,6.4
2023-06-21,4,Lait entier,Aliment,SORTIE,CONSOMMATION,26.62,L,1931,1931,7,Laiterie Régionale,2023-06-25,46.72999999999999,5.4
2023-06-21,4,Lait entier,Aliment,ENTREE,,105.0,L,1938,1938,7,Laiterie Régionale,2023-06-28,151.73,6.7
2023-06-21,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,9.0,kg,1908,1908,7,Laiterie Régionale,2023-06-29,39.78999999999998,5.2
2023-06-21,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.67,kg,1923,1923,6,Fromagerie du Mont,2023-06-22,0.7199999999999989,6.8
2023-06-21,6,Fromage frais,Aliment,ENTREE,,29.28,kg,1939,1939,6,Fromagerie du Mont,2023-06-26,30.0,5.4
2023-06-21,7,Beurre,Aliment,SORTIE,CONSOMMATION,4.04,kg,1909,1909,7,Laiterie Régionale,2023-07-10,19.76000000000002,4.8
2023-06-21,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,23.93,kg,1932,1932,8,Boucherie Centrale,2023-06-21,0.0,5.9
2023-06-21,8,Viande de boeuf,Aliment,ENTREE,,40.0,kg,1940,1940,8,Boucherie Centrale,2023-06-24,40.0,6.5
2023-06-21,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,29.45,kg,1910,1910,10,Maraîcher Local,2023-06-23,45.030000000000015,6.6
2023-06-21,9,Légumes frais,Aliment,ENTREE,,210.0,kg,1941,1941,10,Maraîcher Local,2023-06-29,255.03000000000003,6.9
2023-06-21,10,Fruits frais,Aliment,ENTREE,,175.0,kg,1942,1942,10,Maraîcher Local,2023-06-29,175.0,4.7
2023-06-21,11,Oeufs,Aliment,SORTIE,CONSOMMATION,69.25,unité,1911,1911,11,Ferme Avicole,2023-07-12,303.3600000000002,7.3
2023-06-21,12,Riz,Aliment,SORTIE,CONSOMMATION,14.09,kg,1912,1912,14,Épicerie Grossiste,2024-02-19,128.15999999999983,6.4
2023-06-21,13,Pâtes,Aliment,SORTIE,CONSOMMATION,10.24,kg,1913,1913,14,Épicerie Grossiste,2024-04-17,107.96000000000016,5.9
2023-06-21,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.51,L,1914,1914,14,Épicerie Grossiste,2024-01-26,52.5499999999999,2.4
2023-06-21,15,Farine,Aliment,SORTIE,CONSOMMATION,5.79,kg,1915,1915,15,Minoterie Régionale,2023-11-16,84.16000000000005,5.9
2023-06-21,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.08,L,1916,1916,18,Hygiène Pro,2024-09-04,81.08000000000001,
2023-06-21,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.92,L,1917,1917,18,Hygiène Pro,2024-09-12,92.91,
2023-06-21,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,7.23,L,1918,1918,18,Hygiène Pro,2024-07-16,119.89999999999995,
2023-06-22,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,8.19,kg,1936,1936,1,Volailles Dupont,2023-06-24,21.810000000000002,4.0
2023-06-22,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,5.66,kg,1937,1937,2,Poissonnerie Martin,2023-06-23,14.34,5.2
